username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
Y1050332,3.5,481.79166669999995,1652.5,2.5,61.91666667,150.5,3.0,55.83333334,167.5,23.0,22.5,0.5,0.979166667,14.10175398,2.0,14.5,0.626893939,20.0,0.873106061,7.0,0.303030303,46.5,1.9981060609999999,39.0,1.6969696969999999,23.5,1.047348485,12.0,0.526515152,2.0,0.085227273,70.0,3.045454546,53.0,2.308712121,123.0,5.354166666,51.5,2.267045455,7.5,0.323863637,146.0,6.354166666,328.0,14.29924243,3.0,3.0,1.5,3.0,5.90625,6.0,0,40
Y1050333,6.0,53.0,353.0,2.5,12.375,36.0,3.0,2.8,10.0,4.5,2.0,2.5,0.25,7.567281019,2.0,1.5,0.1875,4.0,0.9375,0.5,0.0625,0.0,0.0,1.5,0.1875,1.0,0.5625,0.5,0.0625,0.0,0.0,1.0,0.5625,2.0,0.25,3.0,0.8125,5.5,1.5625,0.5,0.0625,7.5,1.8125,16.5,4.25,0.5,0.5,0.5,0.5,0.0,5.0,0,10
Y1050334,4.5,141.175,613.5,3.0,15.5,37.0,4.0,21.83333334,78.5,11.0,7.0,4.0,0.59375,10.11684915,1.5,4.5,0.38541666700000005,11.0,1.0,2.0,0.17708333399999998,6.0,0.583333333,7.5,0.625,34.0,3.947916667,6.5,0.666666667,0.5,0.03125,40.0,4.53125,14.5,1.322916666,54.5,5.854166666,48.0,5.291666666,2.0,0.17708333399999998,65.5,6.854166666,170.0,18.17708334,1.5,1.5,1.0,1.5,3.5,5.5,0,20
Y1050335,3.0,301.6666667,905.0,2.0,31.0,62.0,3.0,40.0,120.0,15.0,11.0,4.0,0.719457013,8.642139536,2.0,4.0,0.271493213,14.0,0.9411764709999999,2.5,0.165158371,16.5,1.12443439,10.5,0.7443438920000001,55.5,3.843891403,16.0,1.113122172,1.0,0.076923077,72.0,4.968325792,27.5,1.93438914,99.5,6.902714932,83.5,5.762443439,3.0,0.20361991,114.5,7.902714932,300.5,20.77149322,0.5,0.5,0.5,0.5,0.0,5.5,0,10
Y1050336,1.5,317.0,443.5,1.0,25.5,25.5,1.5,47.75,61.0,8.5,3.5,5.0,0.38888888899999996,12.6792554,4.0,6.5,0.7777777779999999,7.5,0.881944445,0.5,0.055555556,19.0,2.354166667,7.0,0.819444445,19.0,2.194444444,2.0,0.243055556,0.0,0.0,38.0,4.5486111110000005,9.0,1.0625,47.0,5.6111111110000005,27.5,3.201388889,0.5,0.055555556,55.5,6.6111111110000005,130.5,15.47916667,0.5,0.5,0.5,0.5,0.0,8.0,0,50
Y1050337,0.5,91.0,91.0,0.5,2.5,2.5,0.5,14.0,14.0,2.5,1.0,1.5,0.2,7.396955815,3.5,1.0,0.2,2.5,0.5,0.5,0.1,0.0,0.0,5.0,1.0,5.5,1.1,0.5,0.1,0.0,0.0,5.5,1.1,5.5,1.1,11.0,2.2,8.0,1.6,0.5,0.1,13.5,2.7,33.0,6.6,0.5,0.5,0.5,0.5,1.0,5.5,0,10
Y1050338,2.5,109.875,388.5,1.5,8.5,25.5,1.5,18.0,54.0,4.0,3.5,0.5,0.4375,4.338001638,1.5,2.5,0.3125,3.5,0.4375,1.5,0.1875,18.5,2.3125,11.5,1.4375,11.5,1.4375,2.0,0.25,0.0,0.0,30.0,3.75,13.5,1.6875,43.5,5.4375,16.0,2.0,1.5,0.1875,47.5,5.9375,108.5,13.5625,0.0,0.0,0.0,0.0,0.0,5.0,0,10
Y1050339,1.0,94.25,188.5,0.5,16.0,16.0,1.0,7.5,15.0,3.5,3.0,0.5,0.428571429,5.390679475,0.5,1.0,0.14285714300000002,3.5,0.5,0.0,0.0,1.0,0.14285714300000002,0.5,0.071428572,9.5,1.357142857,0.5,0.071428572,0.0,0.0,10.5,1.5,1.0,0.14285714300000002,11.5,1.642857143,13.5,1.928571429,0.0,0.0,15.0,2.142857143,40.0,5.714285715,0.5,0.5,0.5,0.5,3.28125,8.0,0,20
Y1050340,3.0,94.5,286.5,2.0,11.5,23.0,2.5,13.08333334,35.5,5.0,4.5,0.5,0.875,14.25625917,2.5,1.5,0.25,5.0,1.0,0.5,0.125,0.5,0.08333333400000001,4.0,0.666666667,18.0,3.3333333339999998,4.0,0.75,0.0,0.0,18.5,3.416666667,8.0,1.4166666669999999,26.5,4.833333334,26.5,4.958333334,0.5,0.125,31.5,5.833333334,85.0,15.75,0.0,0.0,0.0,0.0,0.0,5.0,0,10
Y1050341,3.5,523.2083334,1871.5,3.5,50.54166667,177.0,3.5,46.33333334,174.0,21.5,19.5,2.0,0.905701755,17.95768464,3.0,10.5,0.46491228100000004,21.5,1.0,0.0,0.0,54.0,2.29385965,22.5,1.019736842,33.0,1.440789474,22.0,0.9385964920000001,0.0,0.0,87.0,3.734649123,44.5,1.958333334,131.5,5.692982456,75.5,3.337719298,0.0,0.0,153.0,6.692982455,360.0,15.72368421,0.0,0.0,0.0,0.0,1.83375,3.0,0,20
Y1050342,2.5,155.66666669999998,406.0,1.5,13.5,23.0,2.5,17.66666667,45.5,7.5,6.0,1.5,0.8035714290000001,14.1680397,2.5,2.0,0.276785715,7.5,1.0,0.5,0.071428572,4.0,0.5625,5.0,0.714285715,21.5,2.946428572,3.5,0.464285715,0.0,0.0,25.5,3.508928572,8.5,1.178571429,34.0,4.6875,32.0,4.339285715,0.5,0.071428572,41.5,5.6875,108.0,14.78571429,0.0,0.0,0.0,0.0,0.0,7.0,0,50
Y1050344,6.5,172.91666669999998,1120.5,6.0,16.66666667,100.0,6.5,13.0,84.0,21.5,15.0,6.5,0.6991341990000001,15.12367614,1.0,10.0,0.463203463,18.0,0.8365800870000001,4.0,0.18939393899999998,8.0,0.36796536799999996,1.5,0.071428572,24.0,1.119047619,25.5,1.186147186,0.0,0.0,32.0,1.487012987,27.0,1.257575758,59.0,2.744588745,61.5,2.86038961,4.0,0.18939393899999998,80.5,3.744588745,205.0,9.538961039,1.5,1.5,1.0,1.5,3.75,7.0,1,40
Y1050345,1.5,31.5,60.0,0.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,10
Y1050346,3.5,91.83333335,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,5.3225,5.0,0,50
Y1050347,3.0,309.0,927.0,3.0,26.5,79.5,3.0,30.33333334,91.0,17.0,14.0,3.0,0.813186813,6.919644091,3.5,7.5,0.45970696,15.5,0.9139194140000001,1.5,0.071428572,19.0,1.271062271,7.0,0.39194139200000006,26.0,1.575091575,7.5,0.445054945,1.0,0.047619048,45.0,2.8461538460000004,15.5,0.884615385,60.5,3.730769231,46.5,2.785714286,1.5,0.071428572,77.5,4.730769231,186.0,11.31868132,0.0,0.0,0.0,0.0,0.0,7.0,0,20
Y1050348,2.0,222.875,891.5,2.0,13.25,53.0,2.0,40.5,162.0,10.0,10.0,0.0,0.5,6.321629535,1.5,8.0,0.4,10.0,0.5,0.5,0.025,67.5,3.375,34.0,1.7,31.0,1.55,10.5,0.525,0.0,0.0,98.5,4.925,44.5,2.225,143.0,7.15,50.5,2.525,0.5,0.025,153.0,7.65,347.0,17.35,0.0,0.0,0.0,0.0,0.0,5.0,0,10
Y1050349,3.5,178.35,576.0,2.5,28.33333334,70.5,2.0,4.833333334,13.5,3.0,0.0,3.0,0.0,7.000917747999999,5.0,2.0,0.4,2.5,0.9,0.0,0.0,5.0,1.0,1.5,0.3,0.5,0.1,0.5,0.1,0.0,0.0,5.5,1.1,2.0,0.4,7.5,1.5,3.0,1.0,0.0,0.0,10.5,2.5,21.0,5.0,3.0,3.0,2.0,3.0,5.84375,7.0,1,65
Y1050350,5.5,281.15,1532.5,4.5,22.8,99.0,4.5,69.9,307.0,15.5,9.5,6.0,0.623931624,12.90348164,1.0,15.0,0.9722222220000001,11.5,0.745726495,1.5,0.08333333400000001,137.5,8.995726496,73.5,5.205128205,24.5,1.670940171,10.5,0.7222222220000001,1.0,0.055555556,162.0,10.66666667,85.0,5.982905982999999,247.0,16.64957265,42.5,2.873931624,1.5,0.08333333400000001,262.5,17.64957265,553.5,37.25641026,0.5,0.5,0.5,0.5,0.0,5.0,0,10
Y1050351,4.0,275.75,948.5,3.5,7.9,26.0,4.0,57.66666667,188.0,21.0,17.5,3.5,0.833333333,13.80330322,3.5,14.5,0.6904761909999999,20.0,0.9523809529999999,2.5,0.11904761900000001,64.0,3.047619048,30.5,1.452380953,51.0,2.428571428,6.5,0.309523809,0.0,0.0,115.0,5.476190476,37.0,1.761904762,152.0,7.238095238,74.5,3.547619048,2.5,0.11904761900000001,173.0,8.238095238,402.0,19.14285714,3.0,3.0,2.0,3.0,5.5,7.5,1,70
Y1050352,5.0,166.5,832.5,2.0,26.83333334,66.5,4.5,16.575,73.0,13.0,11.0,2.0,0.8039215690000001,12.94253656,1.5,6.5,0.591503268,10.5,0.800653595,3.0,0.20261437899999998,32.5,3.088235294,9.5,0.767973857,6.5,0.460784314,2.5,0.225490196,0.5,0.029411765,39.0,3.549019608,12.5,1.022875817,51.5,4.571895425,17.0,1.261437909,3.0,0.20261437899999998,64.5,5.571895425,136.0,11.60784314,3.0,3.0,1.5,3.0,8.40625,9.0,1,80
Y1050353,6.5,208.28571430000002,1332.0,4.5,19.65,88.0,5.5,27.1,149.5,19.0,13.0,6.0,0.684210526,5.482451594,1.0,11.0,0.578947369,18.5,0.9736842109999999,4.0,0.21052631600000002,31.0,1.631578947,24.5,1.289473684,42.0,2.210526316,22.0,1.1578947370000001,1.5,0.078947368,73.0,3.842105263,48.0,2.52631579,121.0,6.368421053,79.5,4.184210526,4.0,0.21052631600000002,140.0,7.368421053,344.5,18.13157895,3.0,3.0,2.0,3.0,8.46875,5.0,0,50
Y1050354,6.0,271.8857143,1583.0,5.0,29.6,148.0,6.0,29.92857143,170.5,19.0,17.5,1.5,0.925,12.66227991,1.0,7.5,0.38888888899999996,16.5,0.872222222,6.5,0.347222222,19.0,0.994444445,28.5,1.513888889,69.5,3.75,20.5,1.094444445,0.0,0.0,88.5,4.744444445,49.0,2.608333334,137.5,7.352777777999999,101.0,5.422222222,6.5,0.347222222,156.5,8.35277778,401.5,21.475,2.5,2.5,1.5,2.5,7.29125,6.5,1,50
Y1050355,0.5,79.5,79.5,0.5,10.5,10.5,0.5,2.5,2.5,1.5,1.0,0.5,0.333333334,5.973845115,2.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.166666667,0.0,0.0,0.0,0.0,0.5,0.166666667,0.0,0.0,0.5,0.166666667,2.0,0.666666667,0.0,0.0,2.0,0.666666667,4.5,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0,10
Y1050356,5.0,281.875,1400.5,4.5,31.75,142.5,4.5,28.275,128.0,19.5,17.0,2.5,0.872994653,3.8877658189999997,1.0,12.0,0.625668449,18.5,0.947860963,2.0,0.110962567,14.0,0.696524065,25.5,1.319518717,41.0,2.110962567,14.0,0.6831550809999999,0.5,0.022727273,55.0,2.807486631,40.0,2.02540107,95.0,4.832887701000001,70.5,3.5788770060000004,2.0,0.110962567,114.5,5.832887701000001,282.0,14.35561497,2.0,2.0,1.5,2.0,5.3125,5.0,0,30
Y1050357,4.5,374.6428572,1515.0,3.5,39.2,125.5,3.5,54.0,201.0,16.5,14.5,2.0,0.886904762,4.285537232,2.0,14.5,0.869047619,16.5,1.0,3.0,0.16071428599999998,33.5,1.738095239,52.5,2.982142857,70.0,3.922619048,14.5,0.7976190479999999,0.5,0.041666667000000004,103.5,5.660714286,67.5,3.821428572,171.0,9.482142855,98.0,5.577380953,3.0,0.16071428599999998,187.5,10.48214286,459.5,25.70238095,1.5,1.5,1.0,1.5,5.54125,5.0,0,20
Y1050358,4.5,302.475,1397.5,3.5,42.16666667,150.5,3.0,21.0,63.0,11.5,5.5,6.0,0.452380952,10.25163738,1.5,4.0,0.365079365,11.5,1.0,1.0,0.071428572,24.0,1.734126984,8.0,0.6904761909999999,11.5,1.01984127,3.5,0.309523809,0.5,0.035714286,35.5,2.7539682539999997,12.0,1.035714285,47.5,3.78968254,25.5,2.2579365080000002,1.0,0.071428572,59.0,4.78968254,133.0,10.90873016,3.0,3.0,1.0,3.0,7.6775,6.0,0,50
Y1050359,3.5,145.9,531.5,2.0,40.5,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.5,5.42625,4.0,0,20
Y1050360,3.0,643.75,1791.0,2.0,79.0,158.0,2.0,109.0,218.0,21.0,15.5,5.5,0.7361111109999999,7.23986344,3.5,12.0,0.576388889,20.5,0.979166667,3.5,0.173611111,22.5,1.104166666,68.0,3.3333333339999998,73.0,3.388888889,13.0,0.625,1.5,0.08333333400000001,95.5,4.493055556,82.5,4.041666666,178.0,8.534722222000001,103.5,4.854166666,3.5,0.173611111,199.0,9.534722222000001,484.0,23.09722222,1.5,1.5,0.5,1.5,5.75,6.0,0,30
Y1050361,4.0,101.5,406.0,3.0,13.0,33.5,2.5,18.83333334,43.5,6.5,4.5,2.0,0.7125,12.42213483,1.5,2.0,0.325,5.5,0.8,1.5,0.225,13.5,2.625,5.0,0.625,14.0,2.4625,2.5,0.3875,0.0,0.0,27.5,5.0875,7.5,1.0125,35.0,6.1,21.0,3.525,1.5,0.225,41.5,7.1,99.0,16.95,2.0,2.0,1.5,2.0,5.99,4.5,0,30
Y1050362,6.5,275.9761905,1817.0,6.5,18.16666667,119.0,6.5,38.27380952,253.0,22.5,21.0,1.5,0.94,11.20196827,1.0,16.5,0.73,21.5,0.955,4.0,0.175,33.0,1.51,29.0,1.285,130.5,5.58,18.0,0.765,0.5,0.02,163.5,7.09,47.5,2.07,211.0,9.16,165.5,7.095,4.0,0.175,233.5,10.16,614.0,26.59,3.0,3.0,2.5,3.0,8.09375,8.5,1,80
Y1050364,3.0,264.125,747.0,2.0,12.5,25.0,3.0,59.25,177.0,13.5,6.0,7.5,0.44230769299999995,13.26395682,4.0,12.0,0.89010989,10.5,0.777472528,0.0,0.0,67.5,4.898351648999999,28.5,2.115384616,35.5,2.598901099,5.0,0.376373626,0.0,0.0,103.0,7.497252747,33.5,2.491758242,136.5,9.989010991,47.5,3.491758242,0.0,0.0,150.0,10.98901099,334.0,24.46978022,0.0,0.0,0.0,0.0,0.0,8.0,0,72
Y1050365,3.0,362.1666667,1086.5,3.0,21.0,63.0,3.0,53.66666667,161.0,12.5,12.0,0.5,0.954545455,11.65127094,3.0,5.5,0.44155844200000005,12.0,0.964285715,3.0,0.233766234,20.0,1.555194806,21.0,1.762987013,69.0,5.62987013,18.5,1.5064935069999998,1.0,0.081168831,89.0,7.185064935,40.5,3.3506493510000004,129.5,10.53571429,98.0,7.983766234,3.0,0.233766234,142.0,11.53571429,372.5,30.28896104,3.0,3.0,2.0,3.0,9.875,7.0,1,96
Y1050366,2.0,837.0,1316.0,2.0,100.83333329999999,145.5,2.0,48.16666667,91.5,20.0,17.0,3.0,0.822916667,8.213217309,3.5,5.5,0.270833334,19.0,0.9375,5.0,0.21875,8.5,0.458333334,12.5,0.5625,26.5,1.197916667,8.0,0.38541666700000005,2.0,0.08333333400000001,35.0,1.65625,22.5,1.03125,57.5,2.6875,49.0,2.333333334,5.5,0.23958333399999998,77.5,3.6875,189.5,8.947916665,0.0,0.0,0.0,0.0,0.0,6.0,0,10
Y1050367,4.5,410.625,1819.5,4.0,44.03333334,162.5,4.5,23.225,107.5,22.5,21.0,1.5,0.93452381,12.51018816,1.0,11.5,0.5089285720000001,19.5,0.8660714290000001,5.0,0.220238095,24.5,1.041666667,19.5,0.857142857,12.0,0.526785715,7.5,0.339285715,1.5,0.0625,36.5,1.568452381,28.5,1.258928572,65.0,2.827380953,36.5,1.619047619,5.0,0.220238095,87.5,3.827380953,194.0,8.494047621,3.0,3.0,1.5,3.0,9.5525,7.0,1,90
Y1050368,2.5,535.75,1381.5,2.5,45.5,115.5,2.5,85.5,226.5,15.5,8.0,7.5,0.48181818200000004,11.26291418,3.0,12.0,0.7840909090000001,15.5,1.0,0.5,0.045454546,113.0,6.836363637000001,10.5,0.606818182,64.5,4.125,5.5,0.29545454600000004,0.5,0.045454546,177.5,10.96136364,16.5,0.9477272729999999,194.0,11.90909091,85.0,5.395454546,0.5,0.045454546,209.5,12.90909091,489.0,30.25909091,1.5,1.5,0.5,1.5,5.9375,7.0,0,20
Y1050369,1.5,484.0,841.5,1.5,57.0,102.5,1.5,31.0,53.0,9.5,6.5,3.0,0.8,2.85084237,6.0,4.5,0.483333334,8.5,0.933333333,1.5,0.191666666,8.0,0.5333333339999999,7.5,0.9583333340000001,15.5,1.4916666669999998,4.0,0.45,0.5,0.033333334,23.5,2.025,12.0,1.4416666669999998,35.5,3.466666666,27.0,2.716666666,2.0,0.225,45.0,4.466666667,109.5,10.875,0.0,0.0,0.0,0.0,0.0,6.0,0,10
Y1050370,1.0,244.25,488.5,1.0,15.75,31.5,1.0,42.25,84.5,6.5,5.0,1.5,0.384615385,2.180117985,3.0,6.0,0.46153846200000004,6.0,0.46153846200000004,1.0,0.076923077,21.5,1.653846154,30.0,2.307692308,14.5,1.115384616,5.5,0.423076923,0.0,0.0,36.0,2.769230769,35.5,2.730769231,71.5,5.5,24.0,1.846153846,1.0,0.076923077,78.0,6.0,174.5,13.42307693,0.0,0.0,0.0,0.0,0.0,7.0,0,20
Y1050371,1.0,297.0,594.0,1.0,22.75,45.5,1.0,43.5,87.0,7.5,6.5,1.0,0.43333333399999996,7.48423863,2.0,5.0,0.333333334,7.5,0.5,1.0,0.066666667,15.0,1.0,7.5,0.5,42.5,2.8333333339999998,7.0,0.46666666700000003,0.0,0.0,57.5,3.8333333339999998,14.5,0.966666667,72.0,4.8,56.0,3.7333333339999997,1.0,0.066666667,79.5,5.3,208.5,13.9,0.5,0.5,0.5,0.5,0.96875,6.0,0,40
Y1050372,3.5,557.3,1502.5,3.0,59.25,155.5,3.0,56.875,135.0,15.0,10.0,5.0,0.653409091,9.704223319,3.5,11.0,0.7386363640000001,14.5,0.9375,2.5,0.193181818,33.0,2.534090909,19.0,1.3806818180000002,43.0,2.590909091,8.0,0.482954545,1.5,0.06818181799999999,76.0,5.125,28.5,1.9318181819999998,104.5,7.056818182000001,63.0,3.7784090910000003,3.0,0.21590909100000003,119.5,8.056818182,290.0,19.10795455,3.0,3.0,3.0,3.0,8.615,5.0,0,50
Y1050373,3.5,137.66666669999998,511.5,1.0,64.5,64.5,1.5,14.75,25.5,8.0,4.5,3.5,0.602564102,5.26615339,3.0,3.5,0.269230769,7.0,0.923076923,2.0,0.282051282,2.0,0.153846154,1.0,0.076923077,10.0,1.282051282,2.0,0.282051282,0.5,0.038461538999999996,12.0,1.4358974359999999,3.5,0.39743589799999995,15.5,1.833333334,15.5,2.08974359,2.0,0.282051282,23.5,2.8333333339999998,56.5,7.038461539,0.0,0.0,0.0,0.0,0.0,6.0,0,20
Y1050374,2.5,385.5,973.5,2.0,44.75,89.5,2.5,36.5,89.5,16.0,15.0,1.0,0.95,9.257381825,3.0,5.5,0.34166666700000003,14.5,0.8916666659999999,6.0,0.38333333399999997,12.0,0.783333333,13.5,0.8916666659999999,26.5,1.7916666669999999,10.5,0.675,2.0,0.133333333,38.5,2.575,26.0,1.7,64.5,4.275,48.5,3.191666667,6.0,0.38333333399999997,80.5,5.275,199.5,13.125,0.0,0.0,0.0,0.0,0.0,7.0,0,30
Y1050375,4.5,197.075,895.5,3.0,42.16666667,126.5,0.5,42.5,42.5,2.0,1.0,1.0,0.25,6.21143616,2.0,1.5,0.375,2.0,0.5,0.5,0.125,2.5,0.625,14.0,3.5,17.0,4.25,4.0,1.0,0.5,0.125,19.5,4.875,18.5,4.625,38.0,9.5,23.0,5.75,0.5,0.125,40.0,10.0,101.5,25.375,0.0,0.0,0.0,0.0,0.0,6.5,0,30
Y1050376,6.5,298.3690477,1964.5,6.0,20.35714286,123.5,6.0,25.58571429,159.5,23.5,23.0,0.5,0.9833333340000001,8.709540513,1.0,9.0,0.376470588,21.5,0.9078431370000001,6.5,0.293137255,48.5,2.190196079,24.0,0.876470588,36.5,1.4715686280000002,10.0,0.448039216,0.0,0.0,85.0,3.661764706,34.0,1.324509804,119.0,4.98627451,62.5,2.593137254,6.5,0.293137255,142.5,5.98627451,330.5,13.85882353,3.0,3.0,3.0,3.0,9.25,9.0,1,90
Y1050377,3.0,88.16666665,264.5,2.0,8.0,16.0,1.0,6.25,12.5,2.5,0.5,2.0,0.1,6.72077651,1.5,1.0,0.2,2.5,0.5,0.5,0.1,1.5,0.3,0.0,0.0,5.5,1.1,0.0,0.0,0.5,0.1,7.0,1.4,0.5,0.1,7.5,1.5,7.5,1.5,0.5,0.1,10.0,2.0,25.5,5.1,3.0,3.0,1.5,3.0,3.125,8.0,0,40
Y1050378,5.5,523.8166666999999,2855.0,4.5,31.15,140.0,4.5,99.175,439.0,23.0,23.0,0.0,1.0,14.44659581,1.0,17.5,0.757575758,23.0,1.0,7.5,0.325757576,29.0,1.25,96.0,4.1136363639999995,230.5,10.13257576,42.5,1.875,2.0,0.085227273,259.5,11.38257576,140.5,6.0738636370000005,400.0,17.45643939,290.0,12.74621212,8.0,0.346590909,423.0,18.45643939,1121.0,49.00568182,3.0,3.0,1.5,3.0,10.0,7.0,1,93
Y1050379,5.0,147.91666669999998,675.5,4.0,16.5,66.0,5.0,11.375,52.0,14.0,12.0,2.0,0.857142857,9.098916865,2.5,0.5,0.035714286,13.5,0.964285715,1.0,0.071428571,0.5,0.035714286,0.0,0.0,13.0,0.9285714290000001,20.0,1.4285714280000001,0.0,0.0,13.5,0.9642857140000001,20.0,1.4285714280000001,33.5,2.392857143,46.0,3.285714286,1.0,0.071428571,47.5,3.392857143,128.0,9.142857145,0.0,0.0,0.0,0.0,0.0,7.0,0,60
Y1050380,6.5,206.08333340000001,1356.5,5.5,29.53333334,162.0,2.0,14.75,59.0,4.0,1.5,2.5,0.1875,6.628644655,1.0,3.0,0.375,4.0,0.5,0.5,0.0625,9.5,1.1875,17.0,2.125,19.0,2.375,4.0,0.5,0.0,0.0,28.5,3.5625,21.0,2.625,49.5,6.1875,26.0,3.25,0.5,0.0625,53.5,6.6875,129.5,16.1875,3.0,3.0,2.0,3.0,10.0,5.0,1,80
Y1050381,5.0,299.2,1496.0,5.0,27.7,138.5,5.0,30.3,151.5,21.0,18.0,3.0,0.857142857,11.66494692,1.0,13.5,0.642857143,21.0,1.0,2.0,0.095238095,21.0,1.0,29.5,1.404761905,45.5,2.166666667,15.0,0.7142857140000001,2.0,0.095238096,66.5,3.166666667,46.5,2.214285715,113.0,5.380952381,79.0,3.761904762,2.5,0.11904761900000001,134.0,6.380952381,328.5,15.64285714,3.0,3.0,3.0,3.0,7.9375,7.0,0,55
Y1050382,3.0,320.5,1102.5,2.0,48.16666667,109.5,2.5,30.75,97.5,7.5,3.0,4.5,0.43181818200000005,4.665857222,2.5,5.5,0.579545455,6.5,0.829545455,0.5,0.125,23.0,2.329545455,25.5,2.477272728,15.0,1.6818181819999998,6.0,0.625,0.0,0.0,38.0,4.011363637,31.5,3.102272728,69.5,7.113636365,25.5,2.954545455,0.5,0.125,77.0,8.113636365,172.5,18.30681818,0.0,0.0,0.0,0.0,0.0,7.0,0,20
Y1050383,1.0,107.0,107.0,1.0,13.0,13.0,1.0,2.0,2.0,1.5,1.0,0.5,0.5,3.7061356360000004,2.5,0.0,0.0,1.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.25,1.5,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0,10
Y1050384,2.5,292.4166667,788.5,2.0,19.33333334,46.0,2.5,52.41666667,140.0,7.5,4.0,3.5,0.583333333,13.80582715,2.5,6.5,0.916666667,6.5,0.916666667,0.5,0.041666667000000004,45.0,6.625,40.5,5.625,23.0,3.916666667,5.5,0.833333333,0.5,0.041666667000000004,68.0,10.54166667,46.5,6.5,114.5,17.04166667,34.5,5.625,0.5,0.041666667000000004,122.0,18.04166667,271.5,40.75,0.0,0.0,0.0,0.0,0.0,6.0,0,30
Y1050385,3.0,528.625,1190.0,1.0,52.0,52.0,2.0,131.5,263.0,11.0,10.5,0.5,0.95,7.261731202000001,5.0,9.0,0.808333333,10.0,0.908333333,3.0,0.26666666699999997,24.5,2.058333334,92.0,7.841666665,114.5,9.85,8.0,0.708333333,1.0,0.08333333400000001,139.0,11.90833334,101.0,8.633333335,240.0,20.54166667,130.5,11.28333334,3.0,0.26666666699999997,251.0,21.54166667,624.5,53.63333334,2.0,2.0,1.5,2.0,5.0,9.0,0,40
Y1050386,3.0,154.0,462.0,1.5,15.0,28.0,2.0,13.66666667,37.0,3.0,1.5,1.5,0.3,8.895684883,5.0,2.5,0.9,2.5,0.9,0.0,0.0,11.0,2.6,5.0,1.0,3.5,0.7,1.5,0.3,0.0,0.0,14.5,3.3,6.5,1.3,21.0,4.6,7.0,1.8,0.0,0.0,24.0,5.6,52.0,12.0,1.5,1.5,0.5,1.5,3.79125,6.0,0,30
Y1050387,2.5,196.41666669999998,492.0,2.5,14.41666667,34.5,2.5,26.75,70.5,9.0,5.0,4.0,0.5555555560000001,12.39022049,4.0,4.5,0.5,7.5,0.833333333,1.5,0.166666667,20.0,2.222222222,12.0,1.333333334,13.5,1.5,4.0,0.444444445,0.0,0.0,33.5,3.722222222,16.0,1.7777777780000001,49.5,5.5,23.5,2.6111111119999997,1.5,0.166666667,58.5,6.5,133.0,14.77777778,0.5,0.5,0.5,0.5,0.0,0.0,0,10
Y1050388,1.5,47.83333334,143.5,1.0,7.25,14.5,1.0,4.75,9.5,2.5,1.5,1.0,0.3,6.90229831,1.5,1.5,0.3,2.0,0.4,0.0,0.0,0.5,0.1,0.5,0.1,3.0,0.6,1.5,0.3,0.0,0.0,3.5,0.7,2.0,0.4,5.5,1.1,5.5,1.1,0.0,0.0,8.0,1.6,19.0,3.8,0.0,0.0,0.0,0.0,0.0,5.0,0,20
